Train,Type,From,To,StartTime,EndTime
Train_1,Train Trip,Station0,Station1,563790,564750
Train_1,Light Travel,Station1,Station1,564750,564750
Train_1,Train Trip,Station1,Station0,565740,566730
Train_1,Light Travel,Station0,Station0,566730,566730
Train_1,Train Trip,Station0,Station1,567390,568350
Train_1,Light Travel,Station1,Station1,568350,568350
Train_1,Train Trip,Station1,Station0,569340,570330
Train_1,Light Travel,Station0,Station0,570330,570330
Train_1,Train Trip,Station0,Station1,570990,571950
Train_1,Light Travel,Station1,Station1,571950,571950
Train_1,Train Trip,Station1,Station0,572940,573930
Train_1,Light Travel,Station0,Station0,573930,573930
Train_1,Train Trip,Station0,Station1,574590,575550
Train_1,Light Travel,Station1,Station1,575550,575550
Train_1,Train Trip,Station1,Station0,576540,577530
Train_1,Light Travel,Station0,Station0,577530,577530
Train_1,Train Trip,Station0,Station1,578190,579150
Train_1,Light Travel,Station1,Station1,579150,579150
Train_1,Train Trip,Station1,Station0,580140,581130
Train_1,Light Travel,Station0,Station0,581130,581130
Train_1,Train Trip,Station0,Station1,581790,582750
Train_1,Light Travel,Station1,Station1,582750,582750
Train_1,Train Trip,Station1,Station0,583740,584730
Train_1,Light Travel,Station0,Station0,584730,584730
Train_1,Train Trip,Station0,Station1,585390,586350
Train_1,Light Travel,Station1,Station1,586350,586350
Train_1,Train Trip,Station1,Station0,587340,588330
Train_1,Light Travel,Station0,Station0,588330,588330
Train_1,Train Trip,Station0,Station1,588990,589950
Train_1,Light Travel,Station1,Station1,589950,589950
Train_1,Train Trip,Station1,Station0,590940,591930
Train_1,Light Travel,Station0,Station0,591930,591930
Train_1,Train Trip,Station0,Station1,592590,593550
Train_1,Light Travel,Station1,Station1,593550,593550
Train_1,Train Trip,Station1,Station0,594540,595530
Train_1,Light Travel,Station0,Station0,595530,595530
Train_1,Train Trip,Station0,Station1,596190,597150
Train_1,Light Travel,Station1,Station1,597150,597150
Train_1,Train Trip,Station1,Station0,598140,599130
Train_1,Light Travel,Station0,Station0,599130,599130
Train_1,Train Trip,Station0,Station1,599790,600750
Train_1,Light Travel,Station1,Station1,600750,600750
Train_1,Train Trip,Station1,Station0,601740,602730
Train_2,Train Trip,Station0,Station1,21990,22950
Train_2,Light Travel,Station1,Station1,22950,22950
Train_2,Train Trip,Station1,Station0,23940,24930
Train_2,Light Travel,Station0,Station0,24930,24930
Train_2,Train Trip,Station0,Station1,25590,26550
Train_2,Light Travel,Station1,Station1,26550,26550
Train_2,Train Trip,Station1,Station0,27540,28530
Train_2,Light Travel,Station0,Station0,28530,28530
Train_2,Train Trip,Station0,Station1,29190,30150
Train_2,Light Travel,Station1,Station1,30150,30150
Train_2,Train Trip,Station1,Station0,31140,32130
Train_2,Light Travel,Station0,Station0,32130,32130
Train_2,Train Trip,Station0,Station1,32790,33750
Train_2,Light Travel,Station1,Station1,33750,33750
Train_2,Train Trip,Station1,Station0,34740,35730
Train_2,Light Travel,Station0,Station0,35730,35730
Train_2,Train Trip,Station0,Station1,36390,37350
Train_2,Light Travel,Station1,Station1,37350,37350
Train_2,Train Trip,Station1,Station0,38340,39330
Train_2,Light Travel,Station0,Station0,39330,39330
Train_2,Train Trip,Station0,Station1,39990,40950
Train_2,Light Travel,Station1,Station1,40950,40950
Train_2,Train Trip,Station1,Station0,41940,42930
Train_2,Light Travel,Station0,Station0,42930,42930
Train_2,Train Trip,Station0,Station1,43590,44550
Train_2,Light Travel,Station1,Station1,44550,44550
Train_2,Train Trip,Station1,Station0,45540,46530
Train_2,Light Travel,Station0,Station0,46530,46530
Train_2,Train Trip,Station0,Station1,47190,48150
Train_2,Light Travel,Station1,Station1,48150,48150
Train_2,Train Trip,Station1,Station0,49140,50130
Train_2,Light Travel,Station0,Station0,50130,50130
Train_2,Train Trip,Station0,Station1,50790,51750
Train_2,Light Travel,Station1,Station1,51750,51750
Train_2,Train Trip,Station1,Station0,52740,53730
Train_2,Light Travel,Station0,Station0,53730,53730
Train_2,Train Trip,Station0,Station1,54390,55350
Train_2,Light Travel,Station1,Station1,55350,55350
Train_2,Train Trip,Station1,Station0,56340,57330
Train_2,Light Travel,Station0,Station0,57330,57330
Train_2,Train Trip,Station0,Station1,57990,58950
Train_2,Light Travel,Station1,Station1,58950,58950
Train_2,Train Trip,Station1,Station0,59940,60930
Train_2,Light Travel,Station0,Station0,60930,60930
Train_2,Train Trip,Station0,Station1,61590,62550
Train_2,Light Travel,Station1,Station1,62550,62550
Train_2,Train Trip,Station1,Station0,63540,64530
Train_2,Light Travel,Station0,Station0,64530,64530
Train_2,Train Trip,Station0,Station1,65190,66150
Train_2,Light Travel,Station1,Station1,66150,66150
Train_2,Train Trip,Station1,Station0,67140,68130
Train_2,Light Travel,Station0,Station0,68130,68130
